pid;Bedroom;FullBath;HalfBath;Exter Cond;Exter Qual;Heating QC;Kitchen Qual;MS Zoning;pid_1;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Mas Vnr Type;Mas Vnr Area;foundation;heating;Central Air;electrical;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Kitchen AbvGr;TotRms AbvGrd;functional;fireplaces;Fireplace Qu;Paved Drive;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;fence;MS SubClass;Gr Liv Area;description;code;id;description_1;code_1;pid_1_1;Sale Date;Sale Type;Sale Condition;saleprice
907285100;4;2;1;2;2;1;2;6;907285100;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;950;1045;0;1;8;Typ ;1;TA;Y;275;170;0;0;0;NA   ;60;1995;;;6;Residential Low Density      ;RL     ;907285100;2006/07/23 00:00:00.000000000;WD   ;Normal ;237000
907290020;3;2;1;3;3;1;2;6;907290020;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1108;989;0;1;8;Typ ;1;TA;Y;253;170;0;0;0;NA   ;60;2097;;;6;Residential Low Density      ;RL     ;907290020;2006/06/16 00:00:00.000000000;WD   ;Normal ;274300
907290040;3;2;0;3;3;1;2;6;907290040;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;442;PConc ;GasA ;Y;SBrkr;1661;0;0;1;6;Typ ;0;NA;Y;0;34;0;0;0;NA   ;20;1661;;;6;Residential Low Density      ;RL     ;907290040;2010/05/15 00:00:00.000000000;WD   ;Normal ;224900
907290070;3;2;0;3;2;1;2;6;907290070;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1212;0;0;1;6;Typ ;0;NA;Y;356;0;0;0;0;NA   ;20;1212;;;6;Residential Low Density      ;RL     ;907290070;2009/06/12 00:00:00.000000000;WD   ;Normal ;178000
907290080;3;2;0;3;2;1;2;6;907290080;Hip    ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1836;0;0;1;8;Typ ;1;Gd;Y;120;33;0;0;0;NA   ;20;1836;;;6;Residential Low Density      ;RL     ;907290080;2006/10/19 00:00:00.000000000;WD   ;Normal ;216837
907290090;3;2;0;3;2;1;2;6;907290090;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;171;PConc ;GasA ;Y;SBrkr;1630;0;0;1;6;Typ ;1;TA;Y;74;234;0;0;0;NA   ;20;1630;;;6;Residential Low Density      ;RL     ;907290090;2009/10/15 00:00:00.000000000;WD   ;Normal ;213000
907290140;1;1;0;3;2;1;2;8;907290140;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;170;PConc ;GasA ;Y;SBrkr;848;0;0;1;3;Typ ;0;NA;Y;140;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907290140;2007/11/10 00:00:00.000000000;WD   ;Normal ;131500
907290150;1;1;0;3;2;1;2;8;907290150;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;170;PConc ;GasA ;Y;SBrkr;848;0;0;1;3;Typ ;0;NA;Y;140;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907290150;2008/03/14 00:00:00.000000000;WD   ;Normal ;136500
907290160;1;1;0;3;2;1;2;8;907290160;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;170;PConc ;GasA ;Y;SBrkr;848;0;0;1;4;Typ ;0;NA;Y;140;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907290160;2006/04/20 00:00:00.000000000;WD   ;Normal ;133000
907290170;1;1;0;3;2;1;2;8;907290170;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;170;PConc ;GasA ;Y;SBrkr;848;0;0;1;4;Typ ;0;NA;Y;140;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907290170;2010/04/27 00:00:00.000000000;WD   ;Normal ;143750
907290180;1;1;0;3;2;1;2;8;907290180;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;170;PConc ;GasA ;Y;SBrkr;848;0;0;1;4;Typ ;0;NA;Y;140;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907290180;2009/06/10 00:00:00.000000000;WD   ;Normal ;144000
907290210;1;1;0;3;2;1;2;8;907290210;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;170;PConc ;GasA ;Y;SBrkr;848;0;0;1;4;Typ ;0;NA;Y;140;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907290210;2009/05/16 00:00:00.000000000;WD   ;Normal ;140000
907290230;1;1;0;3;2;1;2;8;907290230;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;169;PConc ;GasA ;Y;SBrkr;848;0;0;1;3;Typ ;1;Gd;Y;140;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907290230;2006/05/11 00:00:00.000000000;WD   ;Normal ;155900
907290240;1;1;0;3;2;1;2;8;907290240;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;169;PConc ;GasA ;Y;SBrkr;848;0;0;1;3;Typ ;0;NA;Y;160;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907290240;2010/05/18 00:00:00.000000000;WD   ;Normal ;143000
907290250;1;1;0;3;2;1;2;8;907290250;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;205;PConc ;GasA ;Y;SBrkr;848;0;0;1;3;Typ ;0;NA;Y;140;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907290250;2008/02/22 00:00:00.000000000;WD   ;Normal ;145000
907290260;3;2;1;3;2;1;2;6;907290260;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1079;840;0;1;8;Typ ;1;Gd;Y;0;51;0;0;0;NA   ;60;1919;;;6;Residential Low Density      ;RL     ;907290260;2006/07/14 00:00:00.000000000;New  ;Partial;233230
907295020;3;2;0;3;3;1;2;6;907295020;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;215;PConc ;GasA ;Y;SBrkr;1493;0;0;1;7;Typ ;1;TA;Y;140;39;0;0;0;NA   ;20;1493;;;6;Residential Low Density      ;RL     ;907295020;2008/04/14 00:00:00.000000000;WD   ;Normal ;208900
907295040;1;1;1;3;2;1;2;6;907295040;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;158;PConc ;GasA ;Y;SBrkr;1341;0;0;1;5;Typ ;1;TA;Y;240;84;0;0;0;NA   ;20;1341;;;6;Residential Low Density      ;RL     ;907295040;2007/01/24 00:00:00.000000000;WD   ;Normal ;246900
907295100;2;2;0;2;3;1;3;8;907295100;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1838;0;0;2;8;Typ ;0;NA;Y;160;67;0;0;0;NA   ;90;1838;;;8;Residential Medium Density   ;RM     ;907295100;2008/07/15 00:00:00.000000000;WD   ;Abnorml;185000
907401050;3;2;0;3;2;1;2;6;907401050;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1390;0;0;1;7;Typ ;0;NA;Y;0;68;0;0;0;NA   ;20;1390;;;6;Residential Low Density      ;RL     ;907401050;2006/03/23 00:00:00.000000000;WD   ;Normal ;207000
907401060;4;2;1;3;2;1;2;6;907401060;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;847;1081;0;1;8;Typ ;1;Gd;Y;100;48;0;0;0;NA   ;60;1928;;;6;Residential Low Density      ;RL     ;907401060;2007/07/11 00:00:00.000000000;WD   ;Normal ;219500
907401080;4;2;1;3;2;1;2;6;907401080;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;847;1101;0;1;8;Typ ;1;Gd;Y;100;48;0;0;0;NA   ;60;1948;;;6;Residential Low Density      ;RL     ;907401080;2006/09/16 00:00:00.000000000;WD   ;Normal ;195000
907401090;3;2;0;3;2;1;2;6;907401090;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;171;PConc ;GasA ;Y;SBrkr;1668;0;0;1;8;Typ ;1;TA;Y;0;262;0;0;0;NA   ;20;1668;;;6;Residential Low Density      ;RL     ;907401090;2010/05/20 00:00:00.000000000;WD   ;Normal ;232000
907405020;3;2;0;3;2;1;2;6;907405020;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;113;PConc ;GasA ;Y;SBrkr;1536;0;0;1;7;Typ ;0;NA;Y;192;74;0;0;0;NA   ;20;1536;;;6;Residential Low Density      ;RL     ;907405020;2008/12/20 00:00:00.000000000;WD   ;Normal ;214000
907405030;3;2;0;3;2;1;2;6;907405030;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;120;PConc ;GasA ;Y;SBrkr;1700;0;0;1;7;Typ ;0;NA;Y;192;23;0;0;0;NA   ;20;1700;;;6;Residential Low Density      ;RL     ;907405030;2006/05/15 00:00:00.000000000;WD   ;Normal ;200000
907405130;3;2;0;3;2;1;2;6;907405130;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1337;0;0;1;6;Typ ;0;NA;Y;0;39;0;0;0;NA   ;20;1337;;;6;Residential Low Density      ;RL     ;907405130;2007/10/20 00:00:00.000000000;WD   ;Normal ;185000
907405140;3;2;1;3;2;1;2;6;907405140;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;196;PConc ;GasA ;Y;SBrkr;856;854;0;1;8;Typ ;0;NA;Y;0;61;0;0;0;NA   ;60;1710;;;6;Residential Low Density      ;RL     ;907405140;2008/02/14 00:00:00.000000000;WD   ;Normal ;208500
907410020;3;2;1;3;2;1;2;6;907410020;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;738;738;0;1;7;Typ ;0;NA;Y;0;35;0;0;0;NA   ;60;1476;;;6;Residential Low Density      ;RL     ;907410020;2007/06/17 00:00:00.000000000;New  ;Partial;179400
907410040;3;2;1;3;2;1;2;6;907410040;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;851;886;0;1;7;Typ ;0;NA;Y;0;105;0;0;0;NA   ;60;1737;;;6;Residential Low Density      ;RL     ;907410040;2006/08/12 00:00:00.000000000;New  ;Partial;203160
907410050;3;2;1;3;2;1;2;6;907410050;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;939;858;0;1;8;Typ ;0;NA;Y;144;53;0;0;0;NA   ;60;1797;;;6;Residential Low Density      ;RL     ;907410050;2007/04/22 00:00:00.000000000;WD   ;Normal ;213500
907410080;3;2;0;3;2;1;2;6;907410080;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;109;PConc ;GasA ;Y;SBrkr;1484;0;0;1;7;Typ ;0;NA;Y;0;35;0;144;0;NA   ;20;1484;;;6;Residential Low Density      ;RL     ;907410080;2010/05/13 00:00:00.000000000;WD   ;Normal ;213000
907410100;3;2;1;3;2;1;2;6;907410100;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;784;827;0;1;6;Typ ;0;NA;Y;144;36;0;0;0;NA   ;60;1611;;;6;Residential Low Density      ;RL     ;907410100;2006/03/17 00:00:00.000000000;WD   ;Normal ;195800
907410110;3;2;0;3;2;1;2;6;907410110;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;196;PConc ;GasA ;Y;SBrkr;1552;0;0;1;7;Typ ;0;NA;Y;144;20;0;0;0;NA   ;20;1552;;;6;Residential Low Density      ;RL     ;907410110;2006/07/11 00:00:00.000000000;New  ;Partial;212900
907410130;3;2;0;3;2;1;2;6;907410130;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;180;PConc ;GasA ;Y;SBrkr;1602;0;0;1;7;Typ ;1;Gd;Y;0;48;0;0;195;NA   ;20;1602;;;6;Residential Low Density      ;RL     ;907410130;2009/01/10 00:00:00.000000000;WD   ;Normal ;293200
907412010;3;2;1;3;2;1;2;6;907412010;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;860;860;0;1;7;Typ ;0;NA;Y;0;70;0;0;0;NA   ;60;1720;;;6;Residential Low Density      ;RL     ;907412010;2006/08/28 00:00:00.000000000;WD   ;Normal ;196500
907412020;3;2;1;3;2;1;2;6;907412020;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;864;864;0;1;7;Typ ;0;NA;Y;187;56;0;0;0;NA   ;60;1728;;;6;Residential Low Density      ;RL     ;907412020;2009/04/21 00:00:00.000000000;WD   ;Normal ;190000
907412040;3;2;0;3;2;1;2;6;907412040;Gable  ;CompShg;VinylSd;VinylSd;Stone  ;50;PConc ;GasA ;Y;SBrkr;1445;0;0;1;6;Typ ;0;NA;Y;0;35;0;0;0;NA   ;20;1445;;;6;Residential Low Density      ;RL     ;907412040;2008/06/22 00:00:00.000000000;WD   ;Normal ;186500
907412070;3;2;0;3;2;1;2;6;907412070;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;266;PConc ;GasA ;Y;SBrkr;1436;0;0;1;8;Typ ;0;NA;Y;139;98;0;0;0;NA   ;20;1436;;;6;Residential Low Density      ;RL     ;907412070;2008/04/28 00:00:00.000000000;WD   ;Normal ;210000
907412080;3;2;1;3;2;1;2;6;907412080;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;770;812;0;1;6;Typ ;0;NA;Y;0;45;0;0;0;NA   ;60;1582;;;6;Residential Low Density      ;RL     ;907412080;2008/09/26 00:00:00.000000000;WD   ;Normal ;185900
907412090;3;2;0;3;2;1;2;6;907412090;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1234;0;0;1;7;Typ ;0;NA;Y;0;30;0;0;0;NA   ;20;1234;;;6;Residential Low Density      ;RL     ;907412090;2008/01/28 00:00:00.000000000;WD   ;Normal ;179900
907414020;3;2;0;3;2;1;2;6;907414020;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;210;PConc ;GasA ;Y;SBrkr;1500;0;0;1;6;Typ ;0;NA;Y;192;36;0;0;0;NA   ;20;1500;;;6;Residential Low Density      ;RL     ;907414020;2009/08/27 00:00:00.000000000;WD   ;Normal ;190000
907414030;3;2;0;3;2;1;2;6;907414030;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;98;PConc ;GasA ;Y;SBrkr;1414;0;0;1;6;Typ ;0;NA;Y;132;105;0;0;0;NA   ;20;1414;;;6;Residential Low Density      ;RL     ;907414030;2010/05/12 00:00:00.000000000;WD   ;Normal ;185500
907414040;3;2;0;3;2;1;2;6;907414040;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1336;0;0;1;6;Typ ;0;NA;Y;136;43;0;0;0;NA   ;20;1336;;;6;Residential Low Density      ;RL     ;907414040;2006/09/19 00:00:00.000000000;New  ;Partial;198000
907414060;3;2;0;3;2;1;2;6;907414060;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;106;PConc ;GasA ;Y;SBrkr;1422;0;0;1;7;Typ ;0;NA;Y;192;60;0;0;0;NA   ;20;1422;;;6;Residential Low Density      ;RL     ;907414060;2007/11/18 00:00:00.000000000;WD   ;Normal ;179600
907414070;2;2;0;3;2;1;2;6;907414070;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1190;0;0;1;5;Typ ;0;NA;Y;100;41;0;0;0;NA   ;20;1190;;;6;Residential Low Density      ;RL     ;907414070;2007/10/21 00:00:00.000000000;WD   ;Normal ;173500
907414080;3;2;1;3;2;1;2;6;907414080;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;738;738;0;1;7;Typ ;0;NA;Y;100;35;0;0;0;NA   ;60;1476;;;6;Residential Low Density      ;RL     ;907414080;2009/02/17 00:00:00.000000000;WD   ;Normal ;173500
907418010;3;2;0;3;2;1;2;6;907418010;Gable  ;CompShg;VinylSd;VinylSd;Stone  ;212;PConc ;GasA ;Y;SBrkr;1564;0;0;1;6;Typ ;0;NA;Y;0;24;0;0;0;NA   ;20;1564;;;6;Residential Low Density      ;RL     ;907418010;2008/02/13 00:00:00.000000000;WD   ;Normal ;218836
907418020;3;2;1;3;3;1;2;6;907418020;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;750;750;0;1;6;Typ ;0;NA;Y;0;35;0;0;0;NA   ;60;1500;;;6;Residential Low Density      ;RL     ;907418020;2006/08/28 00:00:00.000000000;New  ;Partial;173900
907418040;3;2;0;3;2;1;2;6;907418040;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1361;0;0;1;6;Typ ;0;NA;Y;0;50;0;0;0;NA   ;20;1361;;;6;Residential Low Density      ;RL     ;907418040;2008/06/20 00:00:00.000000000;WD   ;Normal ;193000
907420040;3;2;1;3;2;1;2;6;907420040;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;608;788;0;1;6;Typ ;1;Gd;Y;100;36;0;0;0;NA   ;60;1396;;;6;Residential Low Density      ;RL     ;907420040;2009/07/13 00:00:00.000000000;WD   ;Normal ;170000
907420050;3;2;0;3;2;1;2;6;907420050;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1330;0;0;1;6;Typ ;1;Gd;Y;0;23;0;0;0;NA   ;20;1330;;;6;Residential Low Density      ;RL     ;907420050;2007/07/27 00:00:00.000000000;New  ;Partial;167840
907420060;3;2;1;3;2;2;2;6;907420060;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;738;753;0;1;7;Typ ;1;Gd;Y;100;30;0;0;0;NA   ;60;1491;;;6;Residential Low Density      ;RL     ;907420060;2007/05/14 00:00:00.000000000;WD   ;Normal ;168675
907420070;3;2;1;3;2;1;2;6;907420070;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;728;728;0;1;8;Typ ;1;Gd;Y;0;24;0;0;0;NA   ;60;1456;;;6;Residential Low Density      ;RL     ;907420070;2006/07/16 00:00:00.000000000;New  ;Partial;163990
907420080;3;2;1;3;2;1;2;6;907420080;Gable  ;CompShg;WdShing;Wd Shng;None   ;0;PConc ;GasA ;Y;SBrkr;728;728;0;1;7;Typ ;1;Gd;Y;36;18;0;0;0;NA   ;60;1456;;;6;Residential Low Density      ;RL     ;907420080;2008/10/18 00:00:00.000000000;WD   ;Normal ;189000
907420090;3;2;0;3;2;1;2;6;907420090;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1310;0;0;1;6;Typ ;1;Gd;Y;0;0;0;0;0;NA   ;20;1310;;;6;Residential Low Density      ;RL     ;907420090;2006/07/12 00:00:00.000000000;New  ;Partial;164990
907420110;3;2;1;3;2;1;2;6;907420110;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;768;768;0;1;6;Typ ;0;NA;Y;0;40;0;0;0;NA   ;60;1536;;;6;Residential Low Density      ;RL     ;907420110;2007/06/26 00:00:00.000000000;WD   ;Normal ;167000
907425010;1;1;0;3;2;1;2;8;907425010;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;147;PConc ;GasA ;Y;SBrkr;848;0;0;1;3;Typ ;1;TA;Y;149;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907425010;2008/05/23 00:00:00.000000000;WD   ;Normal ;149300
907425015;1;1;0;3;2;1;2;8;907425015;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;147;PConc ;GasA ;Y;SBrkr;848;0;0;1;3;Typ ;1;TA;Y;149;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907425015;2008/05/26 00:00:00.000000000;WD   ;Normal ;141000
907425030;1;1;0;3;2;1;2;8;907425030;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;205;PConc ;GasA ;Y;SBrkr;848;0;0;1;3;Typ ;1;Gd;Y;149;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907425030;2008/01/13 00:00:00.000000000;WD   ;Normal ;149000
907425035;1;1;0;3;2;1;2;8;907425035;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;169;PConc ;GasA ;Y;SBrkr;848;0;0;1;4;Typ ;1;Gd;Y;140;0;0;0;0;NA   ;120;848;;;8;Residential Medium Density   ;RM     ;907425035;2008/06/27 00:00:00.000000000;ConLD;Normal ;144500
908102020;3;2;0;2;3;2;3;6;908102020;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;760;676;0;1;6;Min1;0;NA;Y;147;0;0;0;0;NA   ;70;1436;;;6;Residential Low Density      ;RL     ;908102020;2006/10/15 00:00:00.000000000;WD   ;Normal ;98000
908102030;2;1;0;3;3;2;3;6;908102030;Gable  ;CompShg;MetalSd;Wd Sdng;None   ;0;CBlock;GasA ;Y;FuseA;796;0;0;1;4;Typ ;0;NA;P;328;0;164;0;0;MnPrv;30;796;;;6;Residential Low Density      ;RL     ;908102030;2008/05/26 00:00:00.000000000;WD   ;Normal ;85000
908102040;4;2;2;3;3;2;3;6;908102040;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1272;928;0;2;9;Typ ;0;NA;N;0;70;0;0;0;GdPrv;90;2200;;;6;Residential Low Density      ;RL     ;908102040;2008/09/23 00:00:00.000000000;WD   ;Normal ;145900
908102050;2;2;0;3;3;1;2;6;908102050;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;1126;0;0;1;5;Typ ;0;NA;N;0;96;0;0;0;MnPrv;20;1126;;;6;Residential Low Density      ;RL     ;908102050;2009/05/24 00:00:00.000000000;WD   ;Normal ;108000
908102060;2;1;0;2;3;3;3;6;908102060;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;N;SBrkr;640;0;0;1;5;Min1;0;NA;N;0;0;0;0;0;NA   ;30;640;;;6;Residential Low Density      ;RL     ;908102060;2010/04/20 00:00:00.000000000;ConLD;Normal ;84900
908102100;2;1;0;3;3;1;3;6;908102100;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1214;0;0;1;6;Typ ;0;NA;Y;0;0;184;0;0;GdPrv;20;1214;;;6;Residential Low Density      ;RL     ;908102100;2007/04/23 00:00:00.000000000;WD   ;Normal ;140000
908102110;3;1;0;2;3;1;3;6;908102110;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;992;0;0;1;6;Typ ;0;NA;Y;60;0;56;0;0;MnPrv;20;992;;;6;Residential Low Density      ;RL     ;908102110;2010/01/21 00:00:00.000000000;Oth  ;Abnorml;155891
908102130;4;2;0;3;3;3;3;6;908102130;Hip    ;CompShg;AsphShn;AsphShn;None   ;0;CBlock;GasA ;N;SBrkr;1664;0;0;2;8;Typ ;0;NA;Y;0;0;0;0;0;NA   ;90;1664;;;6;Residential Low Density      ;RL     ;908102130;2010/05/20 00:00:00.000000000;WD   ;Normal ;100000
908102140;3;1;0;3;3;3;3;6;908102140;Hip    ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1092;0;0;1;6;Typ ;0;NA;Y;259;0;0;0;161;MnPrv;20;1092;;;6;Residential Low Density      ;RL     ;908102140;2008/04/16 00:00:00.000000000;COD  ;Abnorml;123000
908102160;2;1;0;3;3;2;3;6;908102160;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;162;CBlock;GasA ;Y;SBrkr;936;0;0;1;4;Typ ;1;Fa;Y;405;0;0;0;0;NA   ;85;936;;;6;Residential Low Density      ;RL     ;908102160;2007/08/23 00:00:00.000000000;WD   ;Abnorml;118500
908102170;3;1;0;3;3;3;3;6;908102170;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1196;0;0;1;6;Typ ;0;NA;Y;257;0;168;0;0;MnPrv;20;1196;;;6;Residential Low Density      ;RL     ;908102170;2010/06/24 00:00:00.000000000;WD   ;Normal ;144000
908102260;3;1;1;3;2;2;3;6;908102260;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1256;0;0;1;6;Typ ;0;NA;Y;736;68;0;0;0;NA   ;20;1256;;;6;Residential Low Density      ;RL     ;908102260;2008/06/26 00:00:00.000000000;WD   ;Normal ;147500
908102270;3;1;0;2;3;1;3;6;908102270;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1486;0;0;1;7;Typ ;0;NA;Y;0;0;0;0;0;MnPrv;20;1486;;;6;Residential Low Density      ;RL     ;908102270;2009/03/21 00:00:00.000000000;WD   ;Normal ;167000
908102290;2;1;0;3;3;1;3;6;908102290;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;816;0;0;1;3;Typ ;1;Gd;Y;0;0;0;0;0;NA   ;20;816;;;6;Residential Low Density      ;RL     ;908102290;2009/05/23 00:00:00.000000000;WD   ;Normal ;100000
908102300;2;1;0;3;3;1;4;6;908102300;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;N;FuseF;792;328;0;1;5;Typ ;0;NA;P;0;0;0;0;160;NA   ;50;1120;;;6;Residential Low Density      ;RL     ;908102300;2010/06/27 00:00:00.000000000;WD   ;Abnorml;64000
908102320;3;1;1;3;3;3;4;6;908102320;Gable  ;CompShg;HdBoard;Plywood;BrkFace;132;CBlock;GasA ;Y;SBrkr;1466;0;0;1;6;Typ ;2;Gd;Y;0;140;0;0;100;NA   ;20;1466;;;6;Residential Low Density      ;RL     ;908102320;2006/11/12 00:00:00.000000000;WD   ;Normal ;149900
908102330;2;1;0;3;3;3;3;6;908102330;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;FuseF;1220;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1220;;;6;Residential Low Density      ;RL     ;908102330;2006/04/11 00:00:00.000000000;COD  ;Normal ;102000
908103090;2;1;0;2;3;3;3;6;908103090;Gable  ;CompShg;VinylSd;VinylSd;Stone  ;20;CBlock;GasA ;Y;SBrkr;1088;0;0;1;4;Typ ;0;NA;P;0;0;0;0;0;NA   ;20;1088;;;6;Residential Low Density      ;RL     ;908103090;2007/06/17 00:00:00.000000000;COD  ;Normal ;110000
908103260;3;1;0;3;3;1;3;6;908103260;Gable  ;CompShg;HdBoard;Plywood;BrkFace;222;CBlock;GasA ;Y;SBrkr;1033;0;0;1;6;Typ ;0;NA;Y;224;0;0;0;0;NA   ;85;1033;;;6;Residential Low Density      ;RL     ;908103260;2008/04/16 00:00:00.000000000;WD   ;Family ;165000
908103280;3;1;1;3;3;3;3;6;908103280;Hip    ;CompShg;HdBoard;Plywood;BrkFace;84;CBlock;GasA ;Y;SBrkr;1127;0;0;1;6;Typ ;1;Po;Y;0;0;138;0;0;NA   ;20;1127;;;6;Residential Low Density      ;RL     ;908103280;2008/05/27 00:00:00.000000000;WD   ;Normal ;135000
